id,fraud,date,amount,use_chip,merchant_city,merchant_state,mcc,errors,card_brand,card_type,has_chip,credit_limit,num_cards_issued,credit_score,total_debt,num_credit_cards,yearly_income
14175048,0,2014-03-24 08:58:00,$89.00,Swipe Transaction,Detroit,MI,5499,No Error,Visa,Credit,YES,7600,1,690,0,6,22650
17722867,1,2016-04-28 17:26:00,$47.86,Chip Transaction,Mcconnell Afb,KS,5300,No Error,Visa,Debit,YES,18535,2,756,43396,6,39191
14906267,0,2014-08-31 08:42:00,$3.47,Swipe Transaction,Leipsic,OH,5541,No Error,Visa,Debit,YES,1703,2,498,1597,5,21815
21237238,0,2018-05-15 09:12:00,$12.27,Chip Transaction,Federal Way,WA,4214,No Error,Mastercard,Debit,YES,12915,1,786,13015,8,56635
20844847,0,2018-02-21 06:29:00,$9.25,Chip Transaction,Grand Junction,CO,5912,No Error,Mastercard,Credit,YES,10600,2,747,65994,2,49169
21905138,0,2018-10-03 15:45:00,$14.97,Chip Transaction,Mesa,AZ,9402,No Error,Mastercard,Debit,YES,11495,1,687,132343,4,42927
8772812,0,2010-11-15 22:02:00,$32.66,Swipe Transaction,Traverse City,MI,5814,No Error,Mastercard,Debit,YES,18684,2,712,78833,3,41442
22951526,0,2019-05-13 10:05:00,$7.70,Chip Transaction,Beacon Falls,CT,5541,No Error,Visa,Debit,YES,39764,1,768,113308,6,58749
20561119,0,2017-12-22 16:10:00,$8.11,Swipe Transaction,Sherman,TX,5211,No Error,Mastercard,Debit,YES,10656,2,755,1433,5,32669
11084511,0,2012-05-05 15:33:00,$192.95,Swipe Transaction,Louisville,CO,5411,No Error,Visa,Credit,YES,16300,1,708,25355,3,61312
22036468,1,2018-10-31 14:04:00,$272.00,Chip Transaction,Rome,Italy,3359,No Error,Visa,Debit,YES,12640,1,752,54634,4,34456
11033724,0,2012-04-24 08:39:00,$79.00,Swipe Transaction,Wichita,KS,5541,No Error,Mastercard,Debit,YES,18547,2,763,87459,4,46160
21174739,0,2018-05-01 22:43:00,$10.35,Chip Transaction,Kosciusko,MS,5541,No Error,Visa,Credit,YES,19300,2,707,131731,4,63974
13773710,0,2013-12-26 11:52:00,$4.40,Swipe Transaction,Andrews,SC,5541,No Error,Mastercard,Debit,YES,12801,1,732,16764,2,29907
19955498,0,2017-08-16 12:20:00,$126.77,Online Transaction,ONLINE,Unknown,7801,No Error,Visa,Debit,YES,15807,1,712,839,8,36764
11108639,0,2012-05-11 09:21:00,$23.46,Swipe Transaction,Fonda,NY,7349,No Error,Visa,Debit,NO,27864,1,743,27745,6,65362
20175961,0,2017-10-02 08:20:00,$22.35,Online Transaction,ONLINE,Unknown,4121,No Error,Visa,Credit,YES,2400,2,850,86171,3,62837
22535653,0,2019-02-14 11:05:00,$22.07,Chip Transaction,Portland,OR,5814,No Error,Amex,Credit,YES,12500,1,584,103224,1,54333
13727247,0,2013-12-16 08:55:00,$11.85,Swipe Transaction,High Falls,NY,5541,No Error,Mastercard,Debit,YES,13930,1,732,66,4,9766
15507351,0,2015-01-08 17:14:00,$22.83,Chip Transaction,Annandale,VA,5310,No Error,Mastercard,Debit,YES,20933,2,524,18684,2,65298
19435401,0,2017-04-28 14:17:00,$148.15,Chip Transaction,Mckinney,TX,5912,Insufficient Balance,Mastercard,Credit,YES,10900,1,625,76759,4,50329
20901129,0,2018-03-04 19:29:00,$39.63,Online Transaction,ONLINE,Unknown,4784,No Error,Mastercard,Debit,YES,32557,2,575,30887,3,35404
7867608,0,2010-04-10 00:06:00,$105.21,Swipe Transaction,Columbus,OH,5912,No Error,Mastercard,Debit,YES,12275,2,735,0,6,37556
8607193,0,2010-10-07 07:27:00,$60.00,Swipe Transaction,Riverside,CA,4829,No Error,Visa,Debit,YES,24104,1,772,102716,4,37963
7512062,0,2010-01-10 11:44:00,$-69.00,Swipe Transaction,Woodinville,WA,5499,No Error,Visa,Debit,YES,47372,2,646,192458,4,105515
15127491,0,2014-10-18 10:16:00,$30.44,Online Transaction,ONLINE,Unknown,5311,No Error,Visa,Credit,YES,5800,2,723,5079,6,23123
22447729,1,2019-01-26 14:57:00,$49.78,Chip Transaction,Rome,Italy,5541,No Error,Visa,Credit,YES,18400,2,635,200435,1,63583
8297675,0,2010-07-24 16:21:00,$26.93,Swipe Transaction,North Highlands,CA,5300,No Error,Mastercard,Debit,NO,8970,2,743,64881,3,29195
22583514,0,2019-02-24 11:36:00,$37.46,Chip Transaction,Sherwood,AR,5499,No Error,Visa,Credit,YES,5900,2,662,81136,1,45625
22504428,0,2019-02-07 16:13:00,$77.91,Online Transaction,ONLINE,Unknown,4784,No Error,Mastercard,Debit,YES,15967,2,687,63264,5,35699
16699443,0,2015-09-21 22:59:00,$8.43,Online Transaction,ONLINE,Unknown,4121,No Error,Visa,Debit,YES,24230,1,771,143208,6,48762
17812153,0,2016-05-17 22:10:00,$22.56,Online Transaction,ONLINE,Unknown,4121,No Error,Mastercard,Debit,YES,19723,2,771,143208,6,48762
12087087,0,2012-12-18 10:12:00,$3.71,Swipe Transaction,Carleton,MI,5411,No Error,Visa,Debit,YES,20943,1,733,9097,6,56542
8065023,0,2010-05-28 21:45:00,$20.00,Swipe Transaction,Crestline,OH,4829,No Error,Mastercard,Debit,YES,13425,1,723,29409,6,34985
7649526,0,2010-02-14 10:23:00,$100.00,Swipe Transaction,Berkeley Heights,NJ,5541,No Error,Mastercard,Debit,YES,25422,1,505,242379,1,109673
15379343,0,2014-12-12 10:03:00,$-91.00,Swipe Transaction,Bradenton,FL,5499,No Error,Mastercard,Debit (Prepaid),YES,59,2,696,12777,4,31555
12038202,0,2012-12-07 08:53:00,$24.84,Online Transaction,ONLINE,Unknown,5311,No Error,Mastercard,Debit,YES,11153,1,714,19719,5,29898
12096589,0,2012-12-20 11:29:00,$62.11,Swipe Transaction,Old Saybrook,CT,5541,No Error,Visa,Debit,YES,1325,1,583,126015,2,61740
21233558,0,2018-05-14 11:28:00,$26.71,Chip Transaction,Jackson,GA,5499,No Error,Visa,Credit,YES,4300,2,773,67263,1,35775
18010789,0,2016-06-29 08:21:00,$1.82,Chip Transaction,Wooster,OH,5499,No Error,Visa,Credit,YES,4600,3,822,116783,1,38666
14428463,0,2014-05-18 20:25:00,$6.85,Swipe Transaction,Buffalo,NY,5912,No Error,Visa,Debit,YES,5507,2,693,36101,2,24917
8479059,0,2010-09-06 11:33:00,$8.74,Swipe Transaction,Stratford,CT,5411,No Error,Mastercard,Debit (Prepaid),YES,79,2,728,149587,4,56248
20348376,0,2017-11-07 16:56:00,$11.42,Chip Transaction,El Cajon,CA,5499,No Error,Mastercard,Debit (Prepaid),YES,74,1,750,39663,3,42150
11873855,0,2012-10-31 07:27:00,$0.23,Swipe Transaction,Clinton Township,MI,5411,No Error,Visa,Credit,YES,10300,1,701,9107,4,34408
14801398,0,2014-08-08 12:37:00,$10.23,Swipe Transaction,South Houston,TX,5541,No Error,Visa,Debit,YES,30891,1,710,120771,4,76288
8602380,0,2010-10-06 03:37:00,$64.78,Swipe Transaction,Sterling,NE,5211,No Error,Mastercard,Debit,YES,13461,2,744,111115,1,35519
14739489,0,2014-07-25 21:59:00,$-79.00,Swipe Transaction,Brooklyn,NY,5541,No Error,Visa,Debit,YES,7616,2,691,68957,4,46232
18631334,0,2016-11-08 14:48:00,$1.28,Chip Transaction,Austin,TX,5499,No Error,Visa,Credit,YES,11400,1,751,13730,4,44807
12799904,0,2013-05-26 09:59:00,$28.37,Swipe Transaction,Pawling,NY,7538,No Error,Visa,Debit,YES,23014,2,730,82173,3,63796
23176738,0,2019-06-30 06:09:00,$45.26,Chip Transaction,Elko,GA,5411,No Error,Visa,Credit,YES,5500,2,703,46043,2,29413
18956680,0,2017-01-17 05:03:00,$69.82,Chip Transaction,Lebanon,OR,5310,Insufficient Balance,Visa,Debit,YES,11678,2,786,55643,6,34671
12343838,0,2013-02-14 06:56:00,$6.42,Swipe Transaction,Anaheim,CA,5541,No Error,Mastercard,Debit,YES,17749,1,753,87549,2,52063
17511411,0,2016-03-14 12:23:00,$4.53,Chip Transaction,Ewa Beach,HI,5814,No Error,Visa,Debit,YES,9956,2,725,472,5,42306
16606569,0,2015-09-02 05:51:00,$60.00,Chip Transaction,Chicago Heights,IL,4829,No Error,Mastercard,Debit,YES,26317,1,796,166903,4,54122
17019669,0,2015-11-29 13:59:00,$23.17,Online Transaction,ONLINE,Unknown,5311,No Error,Visa,Credit,YES,4100,2,659,69819,3,35906
17687098,0,2016-04-21 07:05:00,$16.04,Swipe Transaction,Bridgeton,NJ,5411,No Error,Mastercard,Debit,YES,28003,2,791,51243,4,46278
10627478,0,2012-01-21 13:14:00,$8.76,Swipe Transaction,Cannelburg,IN,5411,No Error,Mastercard,Debit,YES,17023,2,685,33165,5,31170
13007730,0,2013-07-11 03:19:00,$39.70,Online Transaction,ONLINE,Unknown,4121,No Error,Mastercard,Debit,YES,21258,2,683,80441,3,48406
19937743,0,2017-08-12 14:16:00,$63.16,Chip Transaction,Mercedes,TX,7538,No Error,Visa,Debit,YES,14477,2,730,132715,2,59114
13385121,0,2013-10-01 22:45:00,$18.90,Swipe Transaction,Memphis,TN,7832,No Error,Mastercard,Credit,YES,7900,1,786,20169,2,21876
16155893,0,2015-05-28 17:27:00,$240.00,Chip Transaction,Park Ridge,IL,3640,No Error,Mastercard,Credit,YES,11400,2,850,805,6,40141
7853173,0,2010-04-06 11:08:00,$21.82,Swipe Transaction,Ridgefield,CT,5812,No Error,Visa,Debit,NO,17145,2,760,70317,5,62669
14194347,0,2014-03-28 12:58:00,$3.52,Swipe Transaction,Skiatook,OK,5411,No Error,Visa,Debit (Prepaid),YES,57,1,690,90238,4,43290
21881436,1,2018-09-28 14:36:00,$7.15,Chip Transaction,Rome,Italy,3509,No Error,Mastercard,Credit,YES,11100,2,680,23909,5,34606
14096165,0,2014-03-07 00:35:00,$99.00,Swipe Transaction,North Hollywood,CA,5541,No Error,Mastercard,Debit,YES,27447,2,725,907,4,34441
8652592,0,2010-10-18 07:32:00,$1.66,Swipe Transaction,Perris,CA,5499,No Error,Mastercard,Debit,YES,14269,1,785,3230,3,32847
18330327,0,2016-09-05 10:55:00,$7.96,Online Transaction,ONLINE,Unknown,4784,No Error,Visa,Credit,YES,21000,1,679,135319,1,52308
9098425,0,2011-02-01 08:50:00,$61.68,Swipe Transaction,Brooklyn,NY,5719,No Error,Mastercard,Credit,YES,9100,1,695,94014,4,45789
13214762,0,2013-08-25 11:35:00,$100.00,Swipe Transaction,Louisville,KY,4829,No Error,Visa,Debit,YES,7014,2,705,16946,6,22540
22189028,0,2018-12-02 17:20:00,$3.65,Chip Transaction,Chardon,OH,5912,No Error,Amex,Credit,YES,11100,2,701,80367,1,52130
18798004,0,2016-12-14 06:28:00,$11.23,Chip Transaction,Lewisville,TX,5411,No Error,Visa,Debit,YES,34175,2,775,83571,2,65053
10357404,0,2011-11-20 19:04:00,$11.16,Swipe Transaction,New Albany,OH,5912,No Error,Mastercard,Debit,YES,1837,2,612,71719,2,36743
15544878,0,2015-01-16 20:35:00,$18.09,Online Transaction,ONLINE,Unknown,4121,No Error,Visa,Debit (Prepaid),NO,65,1,749,114235,1,62185
14717767,0,2014-07-21 07:47:00,$1.86,Swipe Transaction,Savannah,MO,5411,No Error,Mastercard,Credit,YES,12600,1,771,0,3,37165
11809133,0,2012-10-16 12:03:00,$14.05,Swipe Transaction,Phoenix,AZ,5812,No Error,Mastercard,Credit,YES,21300,1,668,31354,5,57824
22986930,0,2019-05-20 20:46:00,$21.84,Chip Transaction,Appleton,WI,4121,No Error,Mastercard,Debit,YES,35169,1,747,35268,3,75080
19644620,0,2017-06-11 19:38:00,$10.55,Chip Transaction,Lawrence,KS,5814,No Error,Mastercard,Debit,YES,22409,2,703,152645,6,55351
22465181,0,2019-01-30 12:35:00,$66.04,Chip Transaction,Katonah,NY,5541,No Error,Mastercard,Debit,YES,35203,2,542,5642,3,162709
21185308,0,2018-05-04 08:05:00,$92.00,Chip Transaction,Miami,FL,5499,No Error,Visa,Credit,YES,10000,1,752,54634,4,34456
8323712,0,2010-07-31 02:40:00,$4.02,Swipe Transaction,Nashville,TN,5942,No Error,Mastercard,Debit,YES,24608,1,739,72801,4,42120
11056858,0,2012-04-29 12:09:00,$9.05,Swipe Transaction,Schenectady,NY,5912,No Error,Mastercard,Debit (Prepaid),YES,52,2,682,58019,2,49569
14014143,0,2014-02-17 04:32:00,$77.41,Swipe Transaction,Revere,MA,5300,No Error,Mastercard,Credit,NO,6500,2,719,25245,4,17078
8116195,0,2010-06-10 11:41:00,$63.30,Swipe Transaction,Marietta,GA,7538,No Error,Amex,Credit,YES,8100,2,638,24100,7,63502
20985389,1,2018-03-22 19:22:00,$104.79,Chip Transaction,Rome,Italy,5311,No Error,Mastercard,Credit,YES,14100,2,682,43630,3,39898
16991557,0,2015-11-23 14:08:00,$20.38,Swipe Transaction,Alpharetta,GA,5411,No Error,Mastercard,Debit,YES,416,2,680,3154,3,1426
8127062,0,2010-06-13 07:39:00,$15.04,Swipe Transaction,Tulsa,OK,5411,No Error,Visa,Debit (Prepaid),YES,57,1,690,90238,4,43290
14921860,0,2014-09-03 13:30:00,$338.51,Swipe Transaction,Austin,TX,7995,No Error,Visa,Debit,YES,12948,1,699,1852,4,33426
7791607,0,2010-03-22 06:01:00,$99.39,Swipe Transaction,Bronx,NY,7538,No Error,Amex,Credit,YES,13200,2,828,98613,5,52065
8034345,1,2010-05-21 09:32:00,$121.56,Online Transaction,ONLINE,Unknown,5311,No Error,Amex,Credit,YES,11100,2,699,67836,6,41800
22635803,0,2019-03-07 14:10:00,$70.70,Chip Transaction,Rochester,MN,7538,No Error,Discover,Credit,YES,11300,1,801,15691,6,40696
11853868,0,2012-10-26 12:54:00,$80.53,Swipe Transaction,Montgomery,AL,5621,No Error,Mastercard,Credit,YES,18000,1,800,130152,4,56383
9512539,0,2011-05-09 12:43:00,$30.73,Online Transaction,ONLINE,Unknown,4784,No Error,Mastercard,Debit,YES,24272,2,707,42369,7,44383
8300966,1,2010-07-25 12:20:00,$163.78,Online Transaction,ONLINE,Unknown,5311,No Error,Visa,Debit,YES,16410,2,716,9235,6,22290
23364473,0,2019-08-08 14:25:00,$28.32,Online Transaction,ONLINE,Unknown,4784,No Error,Visa,Debit,YES,15814,1,689,54899,4,40473
18393389,1,2016-09-18 19:50:00,$111.52,Online Transaction,ONLINE,Unknown,4829,No Error,Mastercard,Debit,YES,15847,1,680,44779,3,44355
9662523,0,2011-06-13 13:20:00,$55.53,Swipe Transaction,Aurora,IL,5311,No Error,Visa,Debit,YES,22746,2,744,21853,7,31031
8361359,0,2010-08-09 05:58:00,$3.40,Online Transaction,ONLINE,Unknown,5815,No Error,Mastercard,Debit,NO,16726,1,606,153374,4,53138
19172421,0,2017-03-03 16:51:00,$28.04,Chip Transaction,Sioux Falls,SD,5411,No Error,Mastercard,Debit,YES,16681,1,850,8764,6,52380
17283928,0,2016-01-24 19:23:00,$37.15,Chip Transaction,Brooklyn,NY,7538,No Error,Visa,Credit,YES,6700,2,689,42745,4,30288
21067849,0,2018-04-09 08:59:00,$79.71,Chip Transaction,Revere,MA,5912,No Error,Visa,Debit,YES,20475,1,719,25245,4,17078
18752621,0,2016-12-04 12:32:00,$79.87,Chip Transaction,Blackwood,NJ,5411,No Error,Mastercard,Debit,YES,26136,1,803,3867,2,80794
17989254,0,2016-06-24 14:58:00,$40.00,Chip Transaction,Clearfield,KY,4829,No Error,Mastercard,Debit,YES,17889,1,724,58373,5,32128
22273367,0,2018-12-20 17:10:00,$42.02,Chip Transaction,Bronx,NY,5942,No Error,Visa,Credit,YES,12700,1,753,87549,2,52063
18761514,0,2016-12-06 10:31:00,$1.87,Chip Transaction,Martinsville,IN,5812,No Error,Mastercard,Debit,YES,14716,2,850,49101,2,35854
13932361,0,2014-01-30 08:03:00,$42.05,Swipe Transaction,Alvin,TX,5311,No Error,Mastercard,Debit,YES,13016,2,728,59862,3,44768
18765881,0,2016-12-07 09:10:00,$72.86,Swipe Transaction,Spotsylvania,VA,4111,No Error,Mastercard,Debit,YES,10051,1,634,68220,2,38059
17627570,0,2016-04-08 11:32:00,$60.99,Swipe Transaction,Bronx,NY,5300,No Error,Mastercard,Credit,YES,10500,2,712,45540,4,25434
23105481,0,2019-06-15 06:52:00,$4.35,Chip Transaction,High Point,NC,5411,No Error,Mastercard,Debit,YES,13016,2,742,59817,7,31308
14099206,0,2014-03-07 14:41:00,$105.89,Swipe Transaction,Orchard Park,NY,5411,No Error,Mastercard,Debit,YES,23956,1,726,14135,4,43070
21117973,0,2018-04-19 19:26:00,$14.85,Chip Transaction,Syracuse,NY,5411,No Error,Visa,Debit,YES,26222,1,681,95988,2,41379
20317000,0,2017-11-01 06:49:00,$3.88,Chip Transaction,Wethersfield,CT,5812,No Error,Mastercard,Debit,YES,30424,1,685,101148,3,58225
13900549,0,2014-01-23 08:34:00,$1.04,Swipe Transaction,Passaic,NJ,5812,No Error,Mastercard,Credit,NO,20100,1,745,16595,5,70862
11430975,0,2012-07-23 01:23:00,$25.88,Swipe Transaction,Osprey,FL,4121,No Error,Mastercard,Debit,YES,23016,1,724,127892,4,57646
17712494,1,2016-04-26 14:03:00,$1068.49,Online Transaction,ONLINE,Unknown,4411,No Error,Mastercard,Debit,YES,14850,2,654,46298,4,37645
22926904,0,2019-05-08 08:09:00,$36.51,Online Transaction,ONLINE,Unknown,4784,No Error,Mastercard,Debit,YES,22660,2,788,93126,5,46683
19470942,0,2017-05-06 07:08:00,$11.72,Chip Transaction,Howard Beach,NY,5812,No Error,Mastercard,Debit (Prepaid),YES,68,2,632,98211,4,53996
23349315,0,2019-08-05 10:55:00,$84.00,Chip Transaction,Abilene,TX,5541,No Error,Mastercard,Debit,YES,14701,2,668,19404,4,30399
14138150,0,2014-03-16 07:10:00,$76.55,Swipe Transaction,Atlanta,GA,4111,No Error,Visa,Credit,YES,10300,1,773,51520,3,49335
8707458,1,2010-10-31 10:58:00,$32.90,Online Transaction,ONLINE,Unknown,5311,No Error,Discover,Credit,YES,16800,2,745,81500,3,37785
15404294,0,2014-12-17 14:46:00,$16.82,Swipe Transaction,Hammond,LA,5310,No Error,Visa,Debit,YES,26255,2,673,90940,4,41845
16423637,0,2015-07-24 23:08:00,$0.98,Chip Transaction,Kissimmee,FL,5499,No Error,Mastercard,Debit,YES,9226,1,850,80794,5,32928
16541590,0,2015-08-19 07:58:00,$3.01,Chip Transaction,Alhambra,CA,5411,No Error,Mastercard,Debit,YES,5553,2,764,36832,5,43180
11923221,0,2012-11-11 08:43:00,$53.59,Swipe Transaction,Rancho Cucamonga,CA,5651,No Error,Visa,Credit,YES,12800,2,761,97188,4,50163
8048106,0,2010-05-24 16:15:00,$13.08,Swipe Transaction,Chino Hills,CA,4214,No Error,Mastercard,Debit,YES,16617,2,725,907,4,34441
19545212,0,2017-05-21 20:12:00,$51.87,Online Transaction,ONLINE,Unknown,7922,No Error,Amex,Credit,YES,7300,2,825,36303,4,29297
13257691,0,2013-09-03 20:26:00,$12.03,Swipe Transaction,Seattle,WA,5814,No Error,Mastercard,Debit (Prepaid),YES,61,1,703,152645,6,55351
7498267,0,2010-01-06 17:47:00,$23.16,Swipe Transaction,Chesterfield,VA,5813,No Error,Mastercard,Credit,YES,20800,1,700,3584,4,54881
22885173,0,2019-04-29 08:20:00,$32.74,Swipe Transaction,Cherry Hill,NJ,7538,No Error,Mastercard,Debit,NO,64565,2,621,461854,5,185909
23501168,0,2019-09-06 12:56:00,$38.32,Swipe Transaction,Spring Hill,KS,7832,No Error,Mastercard,Debit,NO,35279,1,693,0,3,61646
15025813,0,2014-09-26 09:59:00,$50.48,Swipe Transaction,Raceland,LA,7538,No Error,Mastercard,Credit,YES,7100,2,673,90940,4,41845
19877153,0,2017-07-30 18:43:00,$124.07,Swipe Transaction,Kyle,TX,5541,No Error,Visa,Credit,NO,22800,2,690,114266,5,53357
10335560,0,2011-11-15 15:53:00,$20.01,Swipe Transaction,Cicero,IL,5912,No Error,Discover,Credit,YES,6600,2,822,38658,6,28325
23718946,0,2019-10-22 18:24:00,$5.71,Chip Transaction,Nashport,OH,5541,No Error,Amex,Credit,YES,13400,1,693,44263,3,43133
23577087,0,2019-09-22 14:11:00,$166.62,Chip Transaction,Rocky Point,NY,5912,No Error,Amex,Credit,YES,8600,2,680,37838,4,58503
22961353,0,2019-05-15 13:32:00,$57.00,Chip Transaction,Lincoln,CA,5499,No Error,Mastercard,Debit,YES,6732,1,849,57994,3,44506
18811967,0,2016-12-17 06:37:00,$9.17,Chip Transaction,Cedar Park,TX,5921,No Error,Visa,Debit,YES,22641,2,543,85666,4,62019
16046350,0,2015-05-05 08:40:00,$56.95,Swipe Transaction,Conklin,NY,5912,No Error,Mastercard,Credit,NO,10300,2,698,6908,5,40516
16275116,0,2015-06-23 09:19:00,$-90.00,Chip Transaction,Marietta,GA,5499,No Error,Visa,Credit,YES,15900,1,804,93795,6,67470
10328283,0,2011-11-14 06:56:00,$72.14,Swipe Transaction,West Harrison,NY,5912,No Error,Visa,Debit,YES,27878,2,801,151935,3,93406
14234083,1,2014-04-06 08:37:00,$164.53,Online Transaction,ONLINE,Unknown,5311,No Error,Mastercard,Debit,YES,9496,2,810,81262,1,38190
22506925,0,2019-02-08 09:12:00,$3.34,Chip Transaction,Boise,ID,5541,No Error,Visa,Debit,YES,19442,2,694,50449,2,40867
7639120,0,2010-02-11 14:11:00,$14.08,Online Transaction,ONLINE,Unknown,5311,No Error,Mastercard,Debit (Prepaid),NO,60,2,765,1658,6,38273
7747396,0,2010-03-10 18:40:00,$57.45,Swipe Transaction,Cotton Valley,LA,5812,No Error,Visa,Debit,YES,3648,2,811,71366,6,34172
17654634,0,2016-04-14 08:15:00,$25.54,Chip Transaction,Houston,TX,7210,No Error,Mastercard,Debit,YES,33166,1,704,140107,5,63356
17193489,1,2016-01-05 12:07:00,$28.22,Chip Transaction,West Jefferson,NC,5300,No Error,Mastercard,Debit (Prepaid),YES,13,2,694,13351,4,28988
14731159,0,2014-07-24 07:15:00,$11.83,Swipe Transaction,Lenoir,NC,5311,No Error,Mastercard,Debit,NO,3384,1,738,41455,3,25748
18881443,0,2016-12-31 23:13:00,$43.07,Chip Transaction,Allentown,PA,7349,No Error,Mastercard,Debit,YES,7541,2,566,1712,3,19893
18282221,0,2016-08-26 00:50:00,$-78.00,Chip Transaction,North Hollywood,CA,5499,No Error,Visa,Debit,YES,10676,2,725,907,4,34441
9170405,0,2011-02-18 08:18:00,$5.23,Swipe Transaction,Walnut Creek,CA,5411,No Error,Visa,Credit,NO,5200,2,609,4031,2,79870
14500955,0,2014-06-03 16:33:00,$20.61,Swipe Transaction,Albuquerque,NM,4121,No Error,Mastercard,Debit,YES,2450,2,621,24169,1,40189
14783301,0,2014-08-04 12:22:00,$19.81,Swipe Transaction,Chesterfield,MO,5411,No Error,Visa,Debit,YES,34063,1,791,23992,5,48600
18369958,0,2016-09-13 18:01:00,$20.00,Chip Transaction,Madison,OH,4829,No Error,Visa,Debit,YES,9285,2,552,64661,3,30340
23711908,0,2019-10-21 09:17:00,$31.76,Swipe Transaction,Jerome,ID,5912,No Error,Mastercard,Debit,YES,11986,2,624,101847,1,30432
10678680,0,2012-02-02 09:02:00,$276.25,Swipe Transaction,Grand Junction,CO,6300,No Error,Mastercard,Credit,YES,10600,2,747,65994,2,49169
23462948,0,2019-08-29 12:29:00,$12.56,Chip Transaction,Harrison,MI,5912,No Error,Discover,Credit,YES,6300,2,798,27928,3,22505
22454013,0,2019-01-27 21:51:00,$59.36,Chip Transaction,Manchester,NH,5261,No Error,Amex,Credit,YES,8800,2,689,116394,2,56486
17180289,0,2016-01-02 15:16:00,$103.42,Chip Transaction,Norwalk,CT,7538,No Error,Discover,Credit,YES,14700,2,760,70317,5,62669
13106142,0,2013-08-01 13:30:00,$48.23,Swipe Transaction,Sutter Creek,CA,4814,No Error,Mastercard,Debit (Prepaid),YES,59,2,794,61722,3,51943
14561248,0,2014-06-16 22:29:00,$19.20,Swipe Transaction,Aberdeen,NC,4121,No Error,Visa,Debit,YES,24230,1,771,143208,6,48762
11211915,0,2012-06-03 15:14:00,$98.54,Swipe Transaction,Webster,TX,4814,No Error,Mastercard,Debit,YES,12224,2,612,57177,1,46603
15803844,0,2015-03-14 05:25:00,$1034.59,Swipe Transaction,Centerville,MA,3058,No Error,Visa,Debit,YES,38317,2,715,195657,4,115465
22872523,0,2019-04-26 13:57:00,$21.17,Chip Transaction,Bronx,NY,5300,No Error,Mastercard,Credit,YES,10500,2,712,45540,4,25434
14578761,0,2014-06-20 19:53:00,$49.82,Swipe Transaction,Crestview,FL,5541,No Error,Visa,Credit,YES,9000,1,672,64474,3,38874
23319375,0,2019-07-30 04:36:00,$7.76,Chip Transaction,Grosse Pointe,MI,5300,No Error,Mastercard,Debit,YES,15900,1,703,0,3,37147
22219656,0,2018-12-09 10:02:00,$-64.00,Chip Transaction,East Peoria,IL,5541,No Error,Mastercard,Debit,YES,7898,2,715,113194,3,45707
13820657,1,2014-01-05 15:06:00,$69.83,Online Transaction,ONLINE,Unknown,5977,No Error,Mastercard,Debit,YES,14418,2,748,58765,3,42976
21913280,0,2018-10-05 11:34:00,$19.32,Swipe Transaction,Holland,MI,5411,No Error,Mastercard,Debit,YES,20430,2,773,28032,4,38487
11349760,1,2012-07-04 15:16:00,$5.41,Online Transaction,ONLINE,Unknown,5970,No Error,Mastercard,Debit,YES,4701,1,607,42050,3,25861
8272268,1,2010-07-18 13:41:00,$51.73,Online Transaction,ONLINE,Unknown,5816,No Error,Mastercard,Debit,YES,23404,1,827,3080,5,47993
15237542,0,2014-11-11 11:28:00,$41.90,Swipe Transaction,Waterford,MI,5942,No Error,Mastercard,Debit,YES,39452,1,771,98102,5,66111
13228899,0,2013-08-28 14:52:00,$19.33,Swipe Transaction,State College,PA,4900,No Error,Mastercard,Credit,YES,20700,1,704,0,5,51039
16391639,0,2015-07-18 07:42:00,$6.41,Chip Transaction,Clarksville,TN,5411,No Error,Mastercard,Debit,YES,29170,1,735,61817,4,80156
22942038,0,2019-05-11 10:29:00,$5.96,Swipe Transaction,Franklinville,NJ,5812,No Error,Mastercard,Debit,NO,21058,1,791,51243,4,46278
15740313,0,2015-02-28 10:40:00,$50.05,Chip Transaction,Waynesboro,GA,7538,No Error,Mastercard,Debit,YES,9257,2,733,58712,2,32125
14987262,0,2014-09-17 18:49:00,$109.00,Swipe Transaction,Cordova,TN,7230,No Error,Visa,Credit,YES,25400,2,739,100163,2,56018
17604610,1,2016-04-03 12:44:00,$505.73,Online Transaction,ONLINE,Unknown,3058,No Error,Mastercard,Debit,YES,8451,1,681,93119,2,74012
9100815,0,2011-02-01 16:49:00,$-55.00,Swipe Transaction,Venus,TX,5541,No Error,Mastercard,Credit,YES,9000,2,757,0,8,23371
17035426,1,2015-12-02 19:08:00,$133.03,Online Transaction,ONLINE,Unknown,5311,No Error,Visa,Debit,YES,20074,1,767,52978,3,49993
22302795,0,2018-12-26 21:43:00,$32.69,Chip Transaction,Novi,MI,5813,No Error,Visa,Debit,YES,26743,2,509,33545,4,62103
18639182,0,2016-11-10 09:33:00,$-73.00,Swipe Transaction,Wilton,CT,5499,No Error,Mastercard,Debit,YES,62760,2,700,100192,6,192269
21312422,0,2018-05-31 09:22:00,$12.92,Chip Transaction,Mountain Home,AR,5942,No Error,Mastercard,Debit,YES,13326,2,782,45661,4,31499
22143661,0,2018-11-23 10:09:00,$8.21,Chip Transaction,Reidsville,NC,5921,No Error,Visa,Credit,YES,9500,1,681,0,4,34437
11403721,0,2012-07-16 19:51:00,$53.90,Swipe Transaction,Orlando,FL,5812,Insufficient Balance,Visa,Credit,YES,12800,2,761,97188,4,50163
